id,title,url,image,sale_price,original_price,brand,sizes,detail_images,description
4496717475220189016,Dép Adidas Chính Hãng - Adilette Aqua - Màu Xanh | JapanSport IF0895,https://giaynhatchinhhang.vn/dep-adidas-chinh-hang-adilette-aqua-mau-xanh-japansport-if0895,https://bizweb.dktcdn.net/thumb/medium/100/347/092/products/if0895-1.jpg?v=1759575923713,480.000₫,800.000₫,Adidas,"['39', '40.5', '42', '43']",https://bizweb.dktcdn.net/100/347/092/products/if0895-1.jpg?v=1759575923713;https://bizweb.dktcdn.net/100/347/092/products/if0895-2.jpg?v=1759575924447;https://bizweb.dktcdn.net/100/347/092/products/if0895-3.jpg?v=1759575925223;https://bizweb.dktcdn.net/100/347/092/products/if0895-4.jpg?v=1759575925987,Dép quai ngang để đi sau khi bơi với lớp đệm tăng cường.;Thông tin chi tiết
-3080786005589511510,Giày Adidas Chính Hãng - Padel Courtquick - Màu xanh | JapanSport JP7232,https://giaynhatchinhhang.vn/adidas-padel-courtquick-japansport-jp7232,https://bizweb.dktcdn.net/thumb/medium/100/347/092/products/jp7232-1.jpg?v=1759503248957,1.780.000₫,2.500.000₫,Adidas,"['42.5', '43']",https://bizweb.dktcdn.net/100/347/092/products/jp7232-1.jpg?v=1759503248957;https://bizweb.dktcdn.net/100/347/092/products/jp7232-2.jpg?v=1759503249933;https://bizweb.dktcdn.net/100/347/092/products/jp7232-3.jpg?v=1759503249933;https://bizweb.dktcdn.net/100/347/092/products/jp7232-4.jpg?v=1759503249933;https://bizweb.dktcdn.net/100/347/092/products/jp7232-5.jpg?v=1759503249933,THÔNG TIN SẢN PHẨM
147162723289806521,Giày Adidas Chính Hãng - GRAND COURT 2.0 - Màu Đen | JapanSport JR0546,https://giaynhatchinhhang.vn/adidasgrand-court-2-0-japansport-jr0546,https://bizweb.dktcdn.net/thumb/medium/100/347/092/products/jr0546-1.jpg?v=1759056329630,1.180.000₫,2.200.000₫,Adidas Japan,"['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5']",https://bizweb.dktcdn.net/100/347/092/products/jr0546-1.jpg?v=1759056329630;https://bizweb.dktcdn.net/100/347/092/products/jr0546-2.jpg?v=1759056330573;https://bizweb.dktcdn.net/100/347/092/products/jr0546-3.jpg?v=1759056331750;https://bizweb.dktcdn.net/100/347/092/products/jr0546-4.jpg?v=1759056332830,Thông tin chi tiết;Dáng regular fit;Có dây giày;Thân giày bằng chất liệu tổng hợp;Lớp lót bằng vải dệt;Đế giữa Cloudfoam;Đế ngoài bằng cao su;Có chứa tối thiểu 20% thành phần tái chế;Màu sản phẩm: ;Mã sản phẩm:
-3424206951611725510,Giày Adidas Chính Hãng - 4DFWD 4 Men's -  Màu Đen | JapanSport JI1452,https://giaynhatchinhhang.vn/adidas-4dfwd-4-shoes-japansport-ji145,https://bizweb.dktcdn.net/thumb/medium/100/347/092/products/ji1452-1.jpg?v=1758983632107,2.880.000₫,5.500.000₫,Adidas,"['39', '40', '40.5', '41', '42', '42.5', '43', '44']",https://bizweb.dktcdn.net/100/347/092/products/ji1452-1.jpg?v=1758983632107;https://bizweb.dktcdn.net/100/347/092/products/ji1452-2.jpg?v=1758983632823;https://bizweb.dktcdn.net/100/347/092/products/ji1452-3.jpg?v=1758983633540;https://bizweb.dktcdn.net/100/347/092/products/ji1452-4.jpg?v=1758983634277;https://bizweb.dktcdn.net/100/347/092/products/ji1452-5.jpg?v=1758983635037,
2818194085395142080,Giày Adidas Chính Hãng - 4DFWD 4 Running - Màu đen | JapanSport ID8887,https://giaynhatchinhhang.vn/adidas-4dfwd-4-running-shoes-japansport-id8887,https://bizweb.dktcdn.net/thumb/medium/100/347/092/products/id8887-1.jpg?v=1758982832477,2.580.000₫,6.000.000₫,Adidas,"['39', '40', '40.5', '41', '42', '42.5', '43', '44']",https://bizweb.dktcdn.net/100/347/092/products/id8887-1.jpg?v=1758982832477;https://bizweb.dktcdn.net/100/347/092/products/id8887-2.jpg?v=1758982833240;https://bizweb.dktcdn.net/100/347/092/products/id8887-3.jpg?v=1758982833963;https://bizweb.dktcdn.net/100/347/092/products/id8887-4.jpg?v=1758982834723;https://bizweb.dktcdn.net/100/347/092/products/id8887-5.jpg?v=1758982835567,THÔNG TIN SẢN PHẨM
-7713633270736465435,(Đã qua sử dụng) Giày Adidas Nữ Chính Hãng - Stella Mccartney X Ultraboost Sandal - Màu Đen  | JapanSport FZ3041,https://giaynhatchinhhang.vn/adidas-stella-mccartney-x-ultraboost-sandal-fz3041,https://bizweb.dktcdn.net/thumb/medium/100/347/092/products/fz3041-1.jpg?v=1758569681583,1.280.000₫,5.500.000₫,Adidas,"['37', '38']",https://bizweb.dktcdn.net/100/347/092/products/fz3041-1.jpg?v=1758569681583;https://bizweb.dktcdn.net/100/347/092/products/fz3041-2.jpg?v=1758569682460;https://bizweb.dktcdn.net/100/347/092/products/fz3041-3.jpg?v=1758569682930;https://bizweb.dktcdn.net/100/347/092/products/fz3041-4.jpg?v=1758569683817,"Sự hỗ trợ và ổn định bổ sung;Giày sandal UltraBoost Stella McCartney x adidas nữ ""Black Maroon"" kết hợp sự thoải mái thoáng khí với thiết kế bền vững. Nhà thiết kế thời trang người Anh đã biến đôi giày lai giữa giày thể thao và sandal này thành một sản phẩm với phần thân giày đan len màu đen và đỏ tía được làm từ Primeblue — vật liệu hiệu suất cao tái chế bao gồm nhựa Parley Ocean Plastic. Mũi giày hở giúp tăng cường luồng không khí, trong khi lớp phủ da tổng hợp và khung gót cứng cáp mang lại sự hỗ trợ và ổn định bổ sung. Đế giữa Boost toàn bộ chiều dài được gia cố bằng đế ngoài cao su Continental gum.;Chi tiết;Vừa vặn thông thường;Cảm giác êm ái, nhạy bén;Đế ngoài cao su Continental™;Mã sản phẩm: FZ3041"
-7456347592429106928,Giày Adidas Nữ Chính hãng - Pureboost 23 - Màu Đen | JapanSport IF2376,https://giaynhatchinhhang.vn/adidas-pureboost-23-if2376,https://bizweb.dktcdn.net/thumb/medium/100/347/092/products/if2376-01.jpg?v=1758625099390,1.380.000₫,3.900.000₫,Adidas,"['36.5', '37']",https://bizweb.dktcdn.net/100/347/092/products/if2376-01.jpg?v=1758625099390;https://bizweb.dktcdn.net/100/347/092/products/if2376-02.jpg?v=1758625100397;https://bizweb.dktcdn.net/100/347/092/products/if2376-03.jpg?v=1758625101273;https://bizweb.dktcdn.net/100/347/092/products/if2376-04.jpg?v=1758625102200;https://bizweb.dktcdn.net/100/347/092/products/if2376-05.jpg?v=1758625103043;https://bizweb.dktcdn.net/100/347/092/products/if2376-06.jpg?v=1758625103890;https://bizweb.dktcdn.net/100/347/092/products/if2376-07.jpg?v=1758625104513;https://bizweb.dktcdn.net/100/347/092/products/if2376-08.jpg?v=1758625105133;https://bizweb.dktcdn.net/100/347/092/products/if2376-09.jpg?v=1758625106223,"Giày chạy bộ phục hồi năng lượng được làm một phần từ vật liệu tái chế.;Chạy bộ hàng ngày với giày chạy bộ adidas Pureboost 23 là một trải nghiệm tuyệt vời. Đế BOOST toàn phần mang lại khả năng hoàn trả năng lượng tối ưu, cùng các đường cắt tinh tế dọc theo đế ngoài cao su giúp lớp bọt khí nén và giãn nở khi bạn chạy. Thân giày bằng lưới kỹ thuật siêu nhẹ, thoáng khí, hỗ trợ tối đa cho bàn chân khi vận động, mang đến trải nghiệm chạy bộ thoải mái từ đầu đến gót chân. Được làm từ một loạt vật liệu tái chế, thân giày này có ít nhất 50% thành phần tái chế. Sản phẩm này chỉ là một trong những giải pháp của chúng tôi nhằm góp phần giảm thiểu rác thải nhựa.;Chi tiết;Vừa vặn thông thường;Khóa ren;Mặt trên bằng lưới kỹ thuật;Cảm giác êm ái, nhạy bén;Lớp lót dệt;Đế giữa BOOST;Trọng lượng: 312 gram (kích thước UK 8.5);Độ dốc đế giữa: 10 mm (gót chân: 27 mm / bàn chân trước: 17 mm);Đế ngoài bằng cao su Stretchweb;Phần trên chứa tối thiểu 50% vật liệu tái chế;Màu sắc: Đen lõi / Trắng;Mã sản phẩm: IF2376"
-3426621552092135631,Dép Adidas Chính Hãng - Adilette Zplaash Slides - Màu Đen | JapanSport IF4133,https://giaynhatchinhhang.vn/adidas-adilette-zplaash-slides-if4133,https://bizweb.dktcdn.net/thumb/medium/100/347/092/products/if4133-1.jpg?v=1758629949130,780.000₫,1.650.000₫,Adidas,"['38', '39']",https://bizweb.dktcdn.net/100/347/092/products/if4133-1.jpg?v=1758629949130;https://bizweb.dktcdn.net/100/347/092/products/if4133-2.jpg?v=1758629949853;https://bizweb.dktcdn.net/100/347/092/products/if4133-3.jpg?v=1758629950577;https://bizweb.dktcdn.net/100/347/092/products/if4133-4.jpg?v=1758629951320,"Cầu trượt thoải mái được làm một phần từ vật liệu tái chế.;Chào đón mùa hè với dép xỏ ngón adidas Adilette Zplaash. Phần thân bơm hơi bắt mắt kết hợp với lớp lót vải mềm mại tạo nên thiết kế vừa thời trang vừa thoải mái. Đế giày được thiết kế ôm sát và đế ngoài bằng cao su linh hoạt mang lại sự thoải mái và độ bám tốt suốt cả ngày. Dù đi dạo phố hay xuống hồ bơi, đôi giày lười năng động này được thiết kế để bạn thư giãn từ bình minh đến hoàng hôn.;Chi tiết;Vừa vặn thông thường;Cấu trúc trượt;Phần trên tổng hợp;Lớp lót dệt;Đế giày có đường viền;Đế ngoài bằng cao su;Màu sắc: Đen lõi / Đen lõi / Đen lõi;Mã sản phẩm: IF4133"
-6658445974837549347,Giày Adidas Nam Chính Hãng - Duramo SL 2.0 - Màu Đen | JapanSport IF9400,https://giaynhatchinhhang.vn/giay-adidas-duramo-sl-2-0-if9400,https://bizweb.dktcdn.net/thumb/medium/100/347/092/products/giay-adidas-duramo-sl-2-0-if9400-1.jpg?v=1758134278233,1.150.000₫,2.000.000₫,Adidas Japan,"['39', '40', '40.5', '41', '42', '42.5', '43', '44']",https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-duramo-sl-2-0-if9400-1.jpg?v=1758134278233;https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-duramo-sl-2-0-if9400-2.jpg?v=1758134279223;https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-duramo-sl-2-0-if9400-3.jpg?v=1758134281130;https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-duramo-sl-2-0-if9400-4.jpg?v=1758134282870;https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-duramo-sl-2-0-if9400-5.jpg?v=1758134285073;https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-duramo-sl-2-0-if9400-6.jpg?v=1758134286983;https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-duramo-sl-2-0-if9400-7.jpg?v=1758134288910;https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-duramo-sl-2-0-if9400-8.jpg?v=1758134289733;https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-duramo-sl-2-0-if9400-9.jpg?v=1758134291743,"Đôi giày chạy bộ siêu nhẹ dành cho những buổi chạy hàng ngày cũng như khi tập luyện.;Bất kể bạn đang tranh thủ chạy bộ hay tập luyện cho cự ly 10K đầu tiên, đôi giày chạy bộ adidas rộng chiều ngang này sẽ giúp bạn dễ dàng chinh phục hành trình. Thân giày bằng vải lưới thoáng khí giúp lưu thông không khí, cùng đế giữa LIGHTMOTION cho sải bước nhẹ nhàng, đàn hồi. Đế ngoài bằng cao su Adiwear cho độ bám bền bỉ trên từng cây số.;THÔNG TIN SẢN PHẨM;Rộng chiều ngang;Có dây giày;Thân giày bằng vải lưới;Lớp lót bằng chất liệu tổng hợp và vải dệt;Lớp đệm LIGHTMOTION;Đế ngoài Adiwear;Trọng lượng: 287 g (size UK 8.5);Chênh lệch độ cao đế giữa: 9 mm (gót giày: 33 mm / mũi giày: 24 mm);Màu sản phẩm: Đen lõi / Trắng mây / Xám mức 5;Mã sản phẩm: IF9400"
-3446037479292438313,Giày Adidas Nam Nữ Chính Hãng - Ultraboost 5X - Màu Wonder White  | JapanSport JI3017,https://giaynhatchinhhang.vn/adidas-ultraboost-5x-ji3017,https://bizweb.dktcdn.net/thumb/medium/100/347/092/products/ji3017-1.jpg?v=1758037818027,2.450.000₫,5.100.000₫,Adidas,"['37', '38.5', '39', '40']",https://bizweb.dktcdn.net/100/347/092/products/ji3017-1.jpg?v=1758037818027;https://bizweb.dktcdn.net/100/347/092/products/ji3017-2.jpg?v=1758037819083;https://bizweb.dktcdn.net/100/347/092/products/ji3017-3.jpg?v=1758037820097;https://bizweb.dktcdn.net/100/347/092/products/ji3017-4.jpg?v=1758037820857;https://bizweb.dktcdn.net/100/347/092/products/ji3017-5.jpg?v=1758037822157;https://bizweb.dktcdn.net/100/347/092/products/ji3017-6.jpg?v=1758037823057;https://bizweb.dktcdn.net/100/347/092/products/ji3017-7.jpg?v=1758037824090,"Việc chinh phục những kỷ lục cá nhân mới sẽ trở nên dễ dàng hơn;Công nghệ BOOST nhẹ nhất của chúng tôi nhưng vẫn đảm bảo hoàn trả năng lượng liên tục trên suốt chặng đường, cho bạn cảm giác sảng khoái từ đầu đến cuối. Thêm Hệ thống Torsion giữa gót chân và bàn chân trước để tăng độ ổn định, mang đến cho bạn những bước chạy mượt mà, ổn định dù bạn chạy xa hay nhanh. Tất cả được vận hành trên đế ngoài cao su Continental™ cho độ bám chắc chắn trong cả điều kiện ẩm ướt và khô ráo, giúp bạn tự tin trên đôi chân của mình.;Sản phẩm này sử dụng ít nhất 20% vật liệu tái chế. Bằng cách tái sử dụng vật liệu đã qua sử dụng, chúng tôi góp phần giảm thiểu chất thải, sự phụ thuộc vào tài nguyên hữu hạn và giảm thiểu dấu chân sinh thái của các sản phẩm chúng tôi sản xuất.;Chi tiết;Năng lượng cực cao: Ultraboost 5X có sự thoải mái và đệm êm ái của Ultraboost, nhưng được tích hợp hỗ trợ giữa bàn chân giúp giảm trọng lượng tổng thể xuống còn 17 gram;Thích ứng và gây nghiện: Phần trên PRIMEKNIT siêu giải phẫu tạo ra sự vừa vặn tối ưu trong khi HỖ TRỢ GÓT BÊN NGOÀI ĐƯỢC ĐÚC được tối ưu hóa để cung cấp sự hỗ trợ ở nơi cần thiết nhất;Hỗ trợ cấp độ tiếp theo: Độ bám đẳng cấp thế giới của CONTINENTAL OUTSOLE™ mang lại lực kéo và chuyển tiếp hoàn hảo trong khi hệ thống TORSION mang lại khả năng hỗ trợ cấp độ tiếp theo trong suốt dáng đi tự nhiên của bạn;Vừa vặn thông thường;Khóa ren;Mặt trên bằng vải;Lớp lót dệt;Nhập khẩu"
-4577613648152918028,Giày Adidas Nam Nữ Chính hãng - X_PLRBOOST - Màu Đen | JapanSport HP3141,https://giaynhatchinhhang.vn/adidas-x-plrboost-hp3141,https://bizweb.dktcdn.net/thumb/medium/100/347/092/products/5885ea44-4a6e-4628-98d5-3046215c8b12.jpg?v=1757474048283,1.450.000₫,4.100.000₫,Adidas,"['40', '41']",https://bizweb.dktcdn.net/100/347/092/products/5885ea44-4a6e-4628-98d5-3046215c8b12.jpg?v=1757474048283;https://bizweb.dktcdn.net/100/347/092/products/45a86b79-3245-424f-9f4b-dff7e5e07366.jpg?v=1757474048283;https://bizweb.dktcdn.net/100/347/092/products/13678af6-97e0-4fd3-a111-2921cc64495b.jpg?v=1757474054893;https://bizweb.dktcdn.net/100/347/092/products/695c4aa8-aff4-4577-bc13-f9221406c9b0.jpg?v=1757474054893;https://bizweb.dktcdn.net/100/347/092/products/6c268d98-c14a-47bb-befb-90ac55b55c23.jpg?v=1757474054893;https://bizweb.dktcdn.net/100/347/092/products/355f8c98-4f79-4ead-adbd-df56e30102c9.jpg?v=1757474054893;https://bizweb.dktcdn.net/100/347/092/products/445548a4-ed07-475e-84dc-294773064c09.jpg?v=1757474054893;https://bizweb.dktcdn.net/100/347/092/products/362f60cd-caed-49b3-98d0-d9c48ba8f2ea.jpg?v=1757474054893;https://bizweb.dktcdn.net/100/347/092/products/2b7e5e19-d87b-41d0-902f-c166408dbb55.jpg?v=1757474050490,"Đôi sneaker sành điệu có sử dụng chất liệu tái chế.;Nâng tầm phong cách. Nâng tầm năng lượng. Đôi giày sneaker BOOST này vừa đàn hồi lại vừa thời thượng. Thân giày mềm mại có lớp lót thoải mái. Đế giữa BOOST cho cảm giác thoải mái tuyệt đối trên từng bước chạy.;Làm từ một loạt chất liệu tái chế, thân giày có chứa tối thiểu 50% thành phần tái chế. Sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa.;Thông tin chi tiết;Dáng regular fit;Có dây giày;Thân giày bằng vải lưới, cao su neoprene và da lộn;Đế giữa BOOST;Torsion System;Đế ngoài bằng cao su;Thân giày có chứa tối thiểu 50% thành phần tái chế;Màu sản phẩm: Đen lõi / Xám mức 5;Mã sản phẩm: HP3141"
-2799412938203086095,Dép Adidas Nam Chính Hãng - Sandal Terrex Sumra - Đen | JapanSport JI2086,https://giaynhatchinhhang.vn/dep-adidas-sandal-terrex-sumra-ji2086,https://bizweb.dktcdn.net/thumb/medium/100/347/092/products/dep-adidas-sandal-terrex-sumra-ji2086-01.jpg?v=1757184450993,980.000₫,1.700.000₫,Adidas,"['40.5', '42']",https://bizweb.dktcdn.net/100/347/092/products/dep-adidas-sandal-terrex-sumra-ji2086-01.jpg?v=1757184450993;https://bizweb.dktcdn.net/100/347/092/products/dep-adidas-sandal-terrex-sumra-ji2086-02.jpg?v=1757184451693;https://bizweb.dktcdn.net/100/347/092/products/dep-adidas-sandal-terrex-sumra-ji2086-03.jpg?v=1757184452400;https://bizweb.dktcdn.net/100/347/092/products/dep-adidas-sandal-terrex-sumra-ji2086-04.jpg?v=1757184452927;https://bizweb.dktcdn.net/100/347/092/products/dep-adidas-sandal-terrex-sumra-ji2086-05.jpg?v=1757184453660;https://bizweb.dktcdn.net/100/347/092/products/dep-adidas-sandal-terrex-sumra-ji2086-06.jpg?v=1757184454480;https://bizweb.dktcdn.net/100/347/092/products/dep-adidas-sandal-terrex-sumra-ji2086-07.jpg?v=1757184455293;https://bizweb.dktcdn.net/100/347/092/products/dep-adidas-sandal-terrex-sumra-ji2086-08.jpg?v=1757184456053,"Đôi dép sandal slip-on đa năng có quai điều chỉnh.;Khi đôi chân bạn cần nghỉ giải lao sau những hành trình phiêu lưu, hãy mang đôi dép sandal adidas Terrex này cho cảm giác mới mẻ. Lòng dép êm ái cho cảm giác thoải mái suốt ngày dài, cùng quai dán giúp bạn dễ dàng xỏ và tháo dép khi nổi hứng vùi chân xuống cát. Di chuyển thật vững từ bãi biển tới tiệc nướng BBQ và hơn thế nữa nhờ đế ngoài Continental™ Rubber siêu bám.;THÔNG TIN SẢN PHẨM;Dáng regular fit;Có quai dán;Thân dép bằng chất liệu tổng hợp;Lớp lót bằng vải dệt;Lòng dép bằng polyurethane;Đế giữa bằng chất liệu EVA;Trọng lượng: 555,5 g (size UK 8.5);Chênh lệch độ cao đế giữa: 7 mm (gót dép: 29 mm / mũi dép: 22 mm);Đế ngoài Continental™ Rubber;Màu sản phẩm: Đen lõi / Trắng mây;Mã sản phẩm: JI2086"
-7527933229674216054,Giày Adidas Chính hãng - Ultraboost 1.0 ATR - Màu Đen | JapanSport IG3088,https://giaynhatchinhhang.vn/giay-adidas-ultraboost-1-0-atr-ig3088,https://bizweb.dktcdn.net/thumb/medium/100/347/092/products/giay-adidas-ultraboost-1-0-atr-ig3088-01.jpg?v=1757097186687,2.280.000₫,5.100.000₫,adidas,"['39', '40']",https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-ultraboost-1-0-atr-ig3088-01.jpg?v=1757097186687;https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-ultraboost-1-0-atr-ig3088-02.jpg?v=1757097187393;https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-ultraboost-1-0-atr-ig3088-03.jpg?v=1757097188100;https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-ultraboost-1-0-atr-ig3088-04.jpg?v=1757097188590;https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-ultraboost-1-0-atr-ig3088-05.jpg?v=1757097189503;https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-ultraboost-1-0-atr-ig3088-06.jpg?v=1757097191500;https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-ultraboost-1-0-atr-ig3088-07.jpg?v=1757097191990;https://bizweb.dktcdn.net/100/347/092/products/giay-adidas-ultraboost-1-0-atr-ig3088-08.jpg?v=1757097192810,"ĐÔI GIÀY SNEAKER SIÊU THOẢI MÁI CÓ SỬ DỤNG CHẤT LIỆU TÁI CHẾ.;Nếu muốn một đôi giày sneaker thường ngày với hiệu năng hoàn hảo, bạn không cần tìm đâu xa. Đôi giày Ultraboost này có các khóa cài bằng kim loại thay vì dây giày — một chi tiết thiết thực đồng bộ với thiết kế thanh thoát, hiện đại. Thân giày adidas PRIMEKNIT ôm vừa khít bàn chân bạn, cùng lớp đệm BOOST hoàn trả năng lượng cho cảm giác thoải mái và nâng đỡ.Làm từ một loạt chất liệu tái chế, thân giày có chứa tối thiểu 50% thành phần tái chế. Sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa.;Chi tiết sản phẩm;Dáng regular fit;Có khóa cài;Thân giày adidas PRIMEKNIT;Đế giữa BOOST;Lớp lót bằng vải dệt;Đế ngoài bằng cao su;Thân giày có chứa tối thiểu 50% thành phần tái chế;Màu sản phẩm: Đen lõi / Lucid Lemon;Mã sản phẩm: IG3088"
-5472402000824128355,Giày Adidas Nam Chính Hãng - Duramo RC 2 - Màu Trắng | JapanSport JS4428,https://giaynhatchinhhang.vn/adidas-duramo-rc-2-js4428,https://bizweb.dktcdn.net/thumb/medium/100/347/092/products/56db9886-c9c5-4e80-bf40-2f6bae07ae9e.jpg?v=1755925395380,990.000₫,1.800.000₫,Adidas,"['40', '40.5', '41', '42', '42.5', '43', '44']",https://bizweb.dktcdn.net/100/347/092/products/56db9886-c9c5-4e80-bf40-2f6bae07ae9e.jpg?v=1755925395380;https://bizweb.dktcdn.net/100/347/092/products/9b1de043-6fe8-47fe-b3f7-566877075294.jpg?v=1755925396203;https://bizweb.dktcdn.net/100/347/092/products/370fb3b7-8548-4359-afdb-647a858c236c.jpg?v=1755925401453;https://bizweb.dktcdn.net/100/347/092/products/f0d0ce4e-f3b5-423f-a779-7a1a1e11a847.jpg?v=1755925408190;https://bizweb.dktcdn.net/100/347/092/products/de1847f1-e598-4917-a511-d479ca73f02c.jpg?v=1755925408190;https://bizweb.dktcdn.net/100/347/092/products/a3ad17d9-4f37-44a6-83ee-a97530185f4a.jpg?v=1755925408190;https://bizweb.dktcdn.net/100/347/092/products/6fa5a29f-c16b-4504-81ec-4623e23c1d9b.jpg?v=1755925404727;https://bizweb.dktcdn.net/100/347/092/products/57b921f4-e34f-410f-a16a-0dbc5a038547.jpg?v=1755925404727;https://bizweb.dktcdn.net/100/347/092/products/4142fe37-2462-47e1-af85-aed43056ca86.jpg?v=1755925403323,"Giày chạy bộ nhẹ nhàng, êm ái – đồng hành cùng bạn mỗi ngày.;Đôi giày chạy bộ adidas này mang đến cảm giác tuyệt vời và là cú hích tinh thần để bạn bắt đầu hành trình chạy bộ. Gót giày và lưỡi gà được đệm êm ái mang đến cảm giác nhẹ nhàng như được ôm trọn mỗi khi bạn xỏ chân vào, cùng với đế giữa LIGHTMOTION toàn chiều dài mang đến cảm giác nhẹ nhàng và độ đàn hồi linh hoạt cho từng bước chân. Dù trên đường chạy hay vỉa hè, đế ngoài Adiwear bám chắc mang đến độ bền vượt trội.;Thông tin chi tiết;Kiểu dáng tiêu chuẩn;Có dây giày;Thân giày bằng vải dệt;Lớp lót bằng vải dệt;Trọng lượng: 246,0 gram (size UK 8.5);Chênh lệch độ cao đế giữa: Chênh lệch độ cao 6 mm (gót giày 27 mm / mũi giày 21 mm);Đế ngoài bằng cao su;Màu sản phẩm: Trắng mây / Đen lõi / Carbon;Mã sản phẩm: JS4428"
250410073392881619,Giày Adidas Nữ Chính Hãng - ULTRABOOST LIGHT - Màu Đen  | JapanSport IF3028,https://giaynhatchinhhang.vn/adidas-ultraboost-light-if3028,https://bizweb.dktcdn.net/thumb/medium/100/347/092/products/43ff34c9-5269-4a3e-8b82-5a23de485edb.jpg?v=1755919764317,1.980.000₫,5.200.000₫,Adidas,"['36.5', '37', '38']",https://bizweb.dktcdn.net/100/347/092/products/43ff34c9-5269-4a3e-8b82-5a23de485edb.jpg?v=1755919764317;https://bizweb.dktcdn.net/100/347/092/products/89ba017b-eb21-4e3f-b8c2-36c82abe4366.jpg?v=1755919775433;https://bizweb.dktcdn.net/100/347/092/products/16571f39-e042-4114-b6b1-4edbbbbd487e.jpg?v=1755919776633;https://bizweb.dktcdn.net/100/347/092/products/60824fad-8abb-431d-becf-197a5966ba0d.jpg?v=1755919776633;https://bizweb.dktcdn.net/100/347/092/products/fd8e1b9f-ffc3-41e9-849d-f21ff5df97b2.jpg?v=1755919778697;https://bizweb.dktcdn.net/100/347/092/products/4522185b-ea30-420d-905b-7eac8551c186.jpg?v=1755919778697;https://bizweb.dktcdn.net/100/347/092/products/f53c57a8-91f2-4696-91ac-39675d4d364e.jpg?v=1755919778697;https://bizweb.dktcdn.net/100/347/092/products/81d98f58-ddab-4b42-a60b-bfbcfb62a69b.jpg?v=1755919778697,"Giày chạy bộ nhẹ, phản ứng nhanh, vừa vặn và an toàn.;Đôi giày chạy bộ adidas dành cho thiếu niên này mang đến sự thoải mái đặc trưng của thiết kế Ultraboost nhưng lại có trọng lượng nhẹ hơn. Light BOOST thậm chí còn nhẹ hơn và phản hồi nhanh hơn so với các phiên bản trước, cho phép bạn chạy nhanh hơn trong các bài tập hàng ngày và luyện tập. Hệ thống Linear Energy Push System tăng thêm lực đẩy cho mỗi bước chạy, trong khi phần thân trên mềm mại mang lại cảm giác hỗ trợ và an toàn.;Chi tiết;Vừa vặn thông thường;Đóng ren;Mặt trên bằng vải;Cảm giác êm ái, nhạy bén;Hệ thống đẩy năng lượng tuyến tính;Tăng cường ánh sáng;Độ cao đế giữa: 10 mm (gót chân: 29,3 mm / bàn chân trước: 19,3 mm);Đế ngoài cao su Continental™;Màu sắc: Mực Huyền Thoại / Trắng Mây / Xanh Lam Trong Sáng;Mã sản phẩm: IF3028"
